nettomiete;nettomiete.qm;wohnflaeche;zimmerzahl;baujahr;bezirk;wohnlage;warmwasser;z.heizung;bad.kacheln;bad.extras;geh.kueche
487,77;6,77;72;3;1960;25;einfache;ja;ja;nein;nein;nein
501,96;5,84;86;4;1966;21;einfache;ja;ja;nein;nein;nein
640,83;8,66;74;3;1966;21;gute;ja;ja;ja;nein;nein
548,79;9,98;55;1;1995;21;gute;ja;ja;ja;nein;nein
523,33;7,81;67;3;1970;20;einfache;ja;ja;ja;nein;nein
177,36;3,17;56;3;1957;25;einfache;ja;nein;ja;nein;nein
564,02;7,23;78;3;1948;25;einfache;ja;ja;nein;nein;nein
714,27;7,94;90;4;1966;13;einfache;ja;ja;ja;nein;nein
377,59;4,97;76;3;1948;5;gute;ja;ja;ja;nein;nein
468,92;7,33;64;3;1957;25;einfache;ja;ja;ja;ja;nein
686,32;8,07;85;4;1948;25;einfache;ja;ja;ja;nein;nein
280,7;5,85;48;2;1957;25;einfache;ja;ja;ja;nein;nein
504,4;5,87;86;4;1966;20;einfache;ja;ja;nein;nein;nein
364,18;5,06;72;3;1966;20;einfache;ja;ja;ja;nein;nein
345,79;10,17;34;1;1970;25;gute;ja;ja;nein;nein;nein
193,38;2,93;66;3;1918;12;gute;ja;ja;ja;nein;nein
193,18;1,89;102;4;1918;12;gute;ja;ja;ja;nein;nein
883,53;8,84;100;4;1918;12;gute;ja;ja;ja;nein;nein
362,13;10,65;34;1;1966;4;gute;ja;ja;ja;nein;nein
306,4;9,88;31;1;1972;4;gute;ja;ja;nein;nein;nein
771,5;11,02;70;2;1974;5;gute;ja;ja;nein;nein;nein
490,85;12,27;40;1;1979;13;beste;ja;ja;ja;nein;nein
580,32;10,55;55;2;1998;14;einfache;ja;ja;ja;nein;ja
667,25;7,5;89;2;1918;2;gute;ja;ja;ja;nein;nein
601,65;9,4;64;2;1972;2;gute;ja;ja;ja;nein;ja
711,45;5,88;121;4;1918;2;gute;ja;ja;nein;nein;nein
370;5,21;71;2;1957;2;gute;ja;ja;ja;nein;nein
347,74;6,95;50;2;1957;2;gute;ja;ja;ja;nein;nein
967,62;11,12;87;2;1918;2;gute;ja;ja;ja;ja;nein
627,58;7,38;85;3;1918;2;gute;ja;nein;nein;nein;nein
617,6;7,18;86;3;1960;4;gute;ja;ja;ja;nein;nein
375,3;5,44;69;3;1966;24;einfache;ja;ja;ja;nein;nein
639,21;11,62;55;2;1973;11;einfache;ja;ja;ja;nein;nein
721,38;7,44;97;3;1918;11;einfache;ja;ja;nein;nein;nein
330,55;13,22;25;1;1966;4;einfache;ja;ja;ja;nein;nein
675,71;10,09;67;2;1939;4;gute;ja;ja;ja;nein;nein
1143,05;9,94;115;3;1970;13;einfache;ja;ja;ja;nein;nein
354,63;11,82;30;1;1972;13;einfache;ja;ja;ja;nein;nein
645,85;14,04;46;2;1994;18;beste;ja;ja;ja;nein;nein
316,62;7,2;44;2;1957;12;einfache;ja;ja;nein;nein;nein
493,4;7,96;62;2;1957;2;gute;ja;ja;nein;nein;nein
456,33;7,73;59;3;1918;2;gute;ja;ja;ja;nein;nein
801,7;6,41;125;4;1957,5;2;gute;ja;ja;ja;nein;nein
421,68;10,54;40;2;1993;16;einfache;ja;ja;ja;nein;nein
704,08;9,14;77;3;1990;13;gute;ja;ja;ja;nein;nein
649,02;7,64;85;3;1983;16;einfache;ja;ja;ja;nein;nein
663,33;9,61;69;3;1993;16;einfache;ja;ja;ja;nein;ja
642,39;12,12;53;2;1998,5;15;gute;ja;ja;ja;nein;ja
783,23;9,91;79;3;1957;15;gute;ja;ja;ja;nein;nein
438,7;7,31;60;2;1957;4;gute;ja;ja;ja;nein;nein
525,37;9,55;55;2;1957;4;gute;ja;ja;ja;nein;nein
723,49;8,22;88;4;1970;16;einfache;ja;ja;ja;nein;nein
342,57;9,26;37;1;1970;16;einfache;ja;ja;ja;nein;nein
235,2;8,71;27;1;1971;16;einfache;ja;ja;ja;nein;nein
510;5,8;88;4;1969;16;einfache;ja;ja;ja;nein;nein
577,77;6,64;87;3;1918;5;einfache;ja;ja;ja;nein;nein
157,51;2,54;62;3;1957;6;einfache;ja;ja;ja;nein;nein
509,47;7,49;68;3;1966;24;einfache;ja;ja;nein;nein;nein
444,21;8,88;50;2;1989;9;gute;ja;ja;ja;nein;nein
629,09;9,53;66;2;1924;9;beste;ja;ja;nein;nein;nein
604,17;7,28;83;3;1960;9;einfache;ja;ja;nein;nein;nein
398,82;8,86;45;1;1957,5;9;einfache;ja;ja;ja;nein;nein
678,4;13,05;52;2;1957;3;einfache;ja;ja;nein;nein;nein
317,43;4,47;71;3;1918;9;einfache;nein;nein;ja;nein;nein
434,61;8,2;53;2;1980;9;einfache;ja;ja;nein;nein;nein
717,71;7,48;96;3;1924;10;einfache;ja;ja;nein;nein;nein
525,71;7,62;69;3;1966;7;einfache;ja;ja;ja;nein;nein
920,34;10,7;86;4;1966;6;einfache;ja;ja;ja;nein;nein
494,28;8,24;60;2;1924;6;gute;ja;ja;ja;nein;nein
460;7,93;58;2;1982;16;gute;ja;ja;ja;nein;nein
598;8,79;68;2;1973;16;einfache;ja;ja;ja;nein;nein
378,36;6,88;55;2;1970;16;einfache;ja;ja;ja;nein;nein
824,58;6,76;122;3;1918;1;gute;ja;ja;ja;nein;nein
1538,43;8,64;178;6;1983;1;gute;ja;ja;nein;nein;nein
716;5,97;120;4;1918;4;gute;ja;ja;ja;nein;nein
434,56;4,14;105;4;1957;16;einfache;ja;ja;nein;nein;nein
766,95;10,23;75;3;1990;16;einfache;ja;ja;ja;nein;nein
356,41;4,75;75;3;1918;3;gute;ja;nein;nein;nein;nein
727,54;10,86;67;4;1957;9;einfache;ja;ja;ja;nein;nein
525;7,19;73;3;1970;9;einfache;ja;ja;nein;nein;nein
737,3;9,33;79;3;1957;4;gute;ja;ja;ja;nein;nein
439,2;3,51;125;4;1918;2;einfache;ja;ja;ja;nein;nein
376,26;4,82;78;3;1992;2;gute;ja;ja;nein;nein;nein
712,79;10,18;70;2;1996;3;einfache;ja;ja;ja;nein;nein
491,79;4,92;100;4;1918;8;einfache;nein;nein;nein;nein;nein
449,27;8,64;52;2;1918;8;einfache;ja;ja;ja;nein;nein
1467,69;12,44;118;2;1998,5;5;gute;ja;ja;nein;nein;ja
484,66;5,64;86;4;1918;9;gute;ja;ja;ja;ja;nein
359,8;7,5;48;2;1966;14;einfache;ja;ja;ja;nein;nein
531,76;8,44;63;2;1957;3;gute;ja;ja;ja;nein;ja
419,04;8,22;51;2;1966;3;gute;ja;ja;nein;nein;nein
793,33;7,7;103;3;1918;4;gute;ja;ja;ja;nein;nein
515,67;9,55;54;2;1960;3;gute;ja;ja;ja;nein;nein
384,31;8,35;46;2;1957;4;gute;ja;ja;ja;nein;nein
1023,31;8,82;116;4;1918;12;gute;ja;ja;ja;nein;nein
444,83;12,71;35;1;1966;7;gute;ja;ja;ja;nein;nein
733,72;8,53;86;5;1975;20;gute;ja;ja;ja;nein;nein
715,82;10,85;66;2;1988;20;gute;ja;ja;ja;nein;nein
562;10,04;56;2;1966;6;einfache;ja;ja;nein;nein;nein
603,34;10,06;60;2;1918;1;einfache;ja;ja;ja;nein;nein
821,61;6,04;136;4;1918;1;gute;nein;ja;nein;nein;nein
1102;6,37;173;5;1918;1;einfache;ja;ja;ja;ja;nein
823,19;9,46;87;3;1918;5;gute;ja;ja;ja;nein;nein
905,01;11,75;77;3;1998,5;19;gute;ja;ja;ja;ja;nein
733,77;5,24;140;4;1957;4;gute;ja;ja;ja;nein;nein
569,69;6,55;87;3;1957;4;gute;ja;ja;ja;nein;nein
818,08;9,09;90;4;1918;1;einfache;ja;ja;ja;nein;nein
751,6;11,39;66;3;1980;1;gute;ja;ja;ja;nein;nein
712,33;9,5;75;3;1967;1;gute;ja;ja;ja;nein;nein
329,63;12,21;27;1;1957;3;gute;ja;ja;nein;nein;nein
384;17,45;22;1;1972;14;einfache;ja;ja;ja;nein;nein
281,22;5,62;50;3;1948;14;einfache;ja;ja;ja;nein;nein
786,38;10,21;77;3;1998;14;einfache;ja;ja;ja;nein;nein
324,6;4,06;80;3;1948;14;einfache;ja;nein;ja;nein;nein
509,9;6,8;75;3;1983;14;gute;ja;ja;ja;nein;nein
785,76;10,76;73;3;1998;25;einfache;ja;ja;ja;nein;nein
765,24;7,65;100;4;1918;25;einfache;ja;ja;ja;nein;nein
692,57;9,36;74;3;1960;25;einfache;ja;ja;ja;nein;nein
368,13;10,23;36;1;1957;25;einfache;ja;ja;ja;nein;nein
377,16;4,71;80;3;1957;25;gute;ja;ja;nein;nein;nein
938,6;10,67;88;3;1980;25;gute;ja;ja;ja;nein;ja
710,95;8,89;80;3;1998;25;einfache;ja;ja;ja;nein;nein
556,38;8,56;65;2;1982;18;gute;ja;ja;ja;nein;nein
894;11,04;81;3;1918;5;einfache;ja;ja;ja;nein;nein
362,28;3,77;96;4;1924;5;einfache;ja;nein;ja;nein;nein
472,49;8,44;56;2;1957;5;einfache;ja;ja;ja;nein;nein
617,6;7,72;80;4;1957;5;einfache;ja;ja;ja;nein;nein
359,47;6,31;57;2;1957,5;4;gute;ja;ja;ja;nein;nein
328,64;6,32;52;2;1957;3;gute;ja;ja;ja;nein;nein
423,55;7,84;54;3;1948;25;einfache;ja;ja;ja;nein;nein
359,92;8,78;41;1;1957;18;einfache;ja;ja;ja;nein;nein
1505,66;8,86;170;4;1918;1;einfache;ja;ja;nein;ja;nein
382,96;4,35;88;3;1957,5;1;gute;ja;ja;nein;nein;nein
275,19;8,6;32;1;1957,5;1;gute;ja;ja;ja;nein;nein
245,42;8,18;30;1;1957;1;gute;ja;ja;ja;nein;nein
664,69;7,64;87;3;1973;11;einfache;ja;ja;ja;ja;nein
715,82;7,78;92;3;1918;2;gute;ja;ja;nein;nein;nein
681,05;8,96;76;3;1918;2;gute;ja;ja;ja;nein;nein
387,95;5,62;69;3;1939;2;einfache;ja;ja;ja;nein;nein
403,91;7,48;54;2;1960;25;gute;ja;ja;ja;nein;nein
271,05;9,68;28;1;1968;19;einfache;ja;ja;ja;nein;nein
710,71;9,48;75;2;1991;19;einfache;ja;ja;ja;nein;nein
521,33;7,14;73;3;1966;22;einfache;ja;ja;ja;nein;nein
624,75;11,36;55;2;1966;22;einfache;ja;ja;ja;nein;nein
542,12;7,23;75;3;1924;25;einfache;ja;ja;nein;nein;nein
616,6;6,17;100;4;1967;25;einfache;ja;ja;nein;nein;nein
594,64;9,59;62;2;1918;5;gute;ja;ja;ja;nein;nein
305,73;4,13;74;3;1918;5;gute;nein;nein;ja;nein;nein
443,88;5,1;87;3;1918;5;gute;nein;nein;nein;nein;nein
531,52;6,64;80;3;1918;5;gute;ja;nein;nein;nein;nein
242,35;4,49;54;2;1918;16;einfache;ja;ja;ja;nein;nein
715,82;9,81;73;3;1999;17;einfache;ja;ja;ja;nein;nein
499,23;7,34;68;3;1957;5;gute;ja;ja;nein;nein;nein
175,99;4,19;42;2;1948;17;einfache;ja;ja;ja;nein;nein
876,44;6,26;140;5;1918;5;gute;ja;ja;ja;nein;ja
353,69;11,05;32;1;1918;5;einfache;ja;nein;ja;nein;nein
415,6;7,56;55;2;1957;17;einfache;ja;ja;ja;nein;nein
403,93;10,1;40;1;1957;5;gute;ja;ja;ja;nein;nein
539,93;5,68;95;4;1966;18;einfache;ja;ja;ja;nein;nein
356,88;9,65;37;1;1966;18;einfache;ja;ja;nein;nein;nein
586,97;7,07;83;3;1957;18;einfache;ja;ja;nein;nein;nein
338,48;7,52;45;2;1948;18;einfache;ja;ja;ja;nein;nein
833,42;13,23;63;2;1996;18;einfache;ja;ja;ja;nein;nein
976,58;9,57;102;4;1918;9;einfache;ja;ja;nein;ja;nein
715,82;11,93;60;2;1998,5;18;beste;ja;ja;ja;nein;ja
834,15;7,51;111;5;1980;19;beste;ja;ja;ja;nein;nein
1133,94;12,06;94;3;1993;19;einfache;ja;ja;ja;ja;nein
319,46;6,66;48;2;1948;19;einfache;ja;ja;ja;nein;nein
650,05;7,83;83;3;1918;19;einfache;ja;ja;ja;nein;nein
547,1;8,05;68;3;1966;11;einfache;ja;ja;ja;nein;nein
450,5;6,01;75;3;1957;4;gute;ja;ja;ja;nein;nein
675,24;12,74;53;2;1918;4;gute;ja;ja;ja;nein;nein
371,57;5,31;70;3;1948;9;einfache;ja;ja;ja;nein;nein
616,45;11,42;54;2;1918;9;gute;ja;ja;ja;nein;nein
715,82;11,01;65;2;1918;9;gute;ja;ja;ja;nein;nein
848,23;9,98;85;3;1966;9;gute;ja;ja;ja;nein;ja
674,92;10,07;67;3;1918;9;gute;ja;ja;nein;nein;nein
603,34;10,97;55;2;1918;9;gute;ja;ja;ja;nein;nein
371,91;4,27;87;4;1924;9;einfache;ja;ja;ja;nein;nein
327,75;6,69;49;2;1971;11;einfache;ja;ja;ja;nein;nein
457,96;7,63;60;3;1960;11;einfache;ja;ja;ja;nein;nein
736,27;9,69;76;3;1957;25;einfache;ja;ja;ja;nein;nein
1237,35;10,06;123;3;1994;25;gute;ja;ja;ja;nein;nein
484,06;10,3;47;1;1968;25;gute;ja;ja;ja;nein;nein
1416,96;8,34;170;5;1966;25;gute;ja;ja;ja;nein;nein
527,12;9,25;57;3;1948;25;einfache;ja;ja;ja;nein;nein
423,22;7,56;56;2;1948;25;einfache;ja;ja;nein;nein;nein
268,53;3,09;87;3;1957;5;einfache;ja;ja;ja;nein;nein
725,13;8,63;84;3;1973;16;einfache;ja;ja;nein;nein;nein
609,03;6,09;100;3;1918;5;einfache;nein;nein;nein;nein;nein
785,36;11,22;70;3;1998;15;gute;ja;ja;ja;ja;nein
621,52;6,22;100;6;1948;15;gute;ja;ja;ja;nein;ja
1632,03;14,84;110;3;1987;13;gute;ja;ja;ja;nein;ja
1041,13;8,98;116;3;1971;13;beste;ja;ja;ja;ja;nein
561,38;8,51;66;2;1980;13;beste;ja;ja;ja;nein;nein
599,75;10,17;59;2;1960;13;einfache;ja;ja;ja;nein;nein
516,27;6,54;79;3;1957;13;einfache;ja;ja;nein;nein;nein
591,18;7,78;76;3;1972;13;einfache;ja;ja;ja;nein;nein
567,55;9,62;59;3;1987;15;gute;ja;ja;ja;nein;ja
316,56;5,02;63;2;1918;12;einfache;ja;ja;ja;nein;nein
796,99;9,38;85;3;1966;12;gute;ja;ja;ja;nein;nein
290,49;5,81;50;2;1948;12;einfache;ja;ja;ja;nein;nein
735,42;7,82;94;4;1972;10;einfache;ja;ja;ja;nein;nein
352,44;9,79;36;1;1972;10;einfache;ja;ja;nein;nein;nein
611,63;8,74;70;3;1966;10;einfache;ja;ja;nein;nein;nein
429,49;7,16;60;2;1957,5;10;einfache;ja;ja;ja;nein;nein
376,25;8,55;44;1;1999;24;einfache;ja;ja;ja;nein;nein
510,24;12,15;42;2;1998,5;23;einfache;ja;ja;ja;nein;nein
330,96;5,91;56;2;1957;9;gute;ja;ja;nein;nein;nein
493,83;9,88;50;2;1976;9;gute;ja;ja;ja;nein;nein
542,94;7,14;76;3;1960;3;gute;ja;ja;ja;nein;nein
362,93;4,03;90;2;1918;2;einfache;ja;nein;ja;nein;nein
401,37;9,33;43;1;1939;8;einfache;ja;ja;ja;nein;nein
603,27;10,4;58;2;1972;8;einfache;ja;ja;ja;nein;nein
328,03;4,37;75;3;1918;8;einfache;ja;ja;ja;nein;nein
1094,47;11,17;98;3;1960;12;beste;ja;ja;ja;nein;nein
491,63;8,06;61;3;1960;11;einfache;ja;ja;nein;nein;nein
395,62;13,19;30;1;1968;12;beste;ja;ja;ja;nein;nein
301,06;10,04;30;1;1978;3;gute;ja;ja;ja;ja;nein
613,56;10,96;56;2;1960;3;gute;ja;ja;ja;nein;nein
425,38;6,54;65;3;1972;16;einfache;ja;ja;ja;nein;nein
478,23;4,93;97;4;1918;9;gute;ja;ja;ja;nein;nein
639,11;9,83;65;2;1981;16;einfache;ja;ja;ja;nein;nein
640,99;8,66;74;3;1998,5;14;einfache;ja;ja;ja;nein;nein
1198;8,56;140;5;1918;5;einfache;ja;ja;ja;ja;nein
327,84;3,77;87;5;1966;5;gute;ja;ja;ja;nein;nein
299,45;5,65;53;3;1957;16;einfache;ja;ja;ja;nein;nein
565,49;7,07;80;3;1957;1;einfache;ja;ja;ja;nein;nein
487,16;8,86;55;2;1918;3;gute;ja;nein;nein;nein;nein
321,56;16,08;20;1;1957,5;12;gute;ja;ja;ja;nein;nein
359,5;5,89;61;3;1966;25;einfache;ja;ja;ja;nein;nein
447,23;5,73;78;3;1966;25;einfache;ja;ja;ja;nein;nein
707,39;8,63;82;3;1998,5;25;gute;ja;ja;ja;ja;ja
526,98;10,13;52;2;1998,5;25;gute;ja;ja;ja;nein;nein
532,96;9,03;59;2;1967;25;einfache;ja;ja;nein;nein;ja
652,9;10,36;63;3;1970;7;einfache;ja;ja;ja;nein;nein
335,55;7,99;42;1;1987;25;einfache;ja;ja;ja;nein;nein
444,23;5,29;84;3;1972;25;gute;ja;ja;ja;nein;nein
787,4;8,65;91;4;1978;25;gute;ja;ja;ja;ja;nein
124,47;2,39;52;2;1957;25;gute;ja;ja;ja;nein;nein
621,73;9,42;66;2;1988;21;einfache;ja;ja;ja;nein;nein
843,65;10,16;83;3;2000;21;gute;ja;ja;ja;nein;nein
637,59;6,93;92;4;1985;13;einfache;ja;ja;ja;nein;nein
922,52;11,53;80;3;1993;13;einfache;ja;ja;nein;ja;ja
582,38;11,65;50;2;1973;13;einfache;ja;ja;ja;nein;nein
572,36;8,81;65;4;1960;11;einfache;ja;ja;nein;nein;nein
960,64;10,22;94;4;1997;11;einfache;ja;ja;ja;nein;nein
311,05;4,04;77;3;1970;11;einfache;ja;ja;ja;nein;nein
376,65;11,77;32;1;1957,5;4;gute;ja;ja;nein;nein;nein
448,16;7,6;59;3;1966;4;einfache;ja;ja;ja;nein;nein
438,92;8,44;52;2;1960;4;gute;ja;ja;ja;nein;nein
567,55;10,13;56;2;1997;13;gute;ja;ja;ja;nein;nein
415,18;11,86;35;1;1996;7;einfache;ja;ja;ja;nein;nein
600,26;8,96;67;3;1966;19;einfache;ja;ja;ja;nein;nein
728,19;9,71;75;3;1993;7;einfache;ja;ja;ja;nein;nein
823,17;9,57;86;3;1966;20;gute;ja;ja;ja;nein;nein
554,44;10,08;55;2;1918;5;gute;ja;ja;ja;nein;nein
392,68;4,97;79;3;1918;5;einfache;ja;ja;ja;nein;nein
379,46;3,95;96;3;1918;5;gute;nein;nein;ja;nein;nein
615,88;8,44;73;2;1918;3;gute;ja;ja;ja;ja;nein
428,71;6,12;70;2;1918;9;einfache;ja;nein;ja;nein;nein
983,99;10,14;97;4;1957;9;einfache;ja;ja;ja;nein;nein
478,27;5,31;90;4;1972;19;gute;ja;ja;ja;nein;nein
553,66;8,52;65;3;1966;19;einfache;ja;ja;ja;nein;ja
692,33;10,99;63;3;1957,5;18;einfache;ja;ja;ja;nein;nein
526,01;6,58;80;3;1976;18;beste;ja;ja;ja;nein;nein
513,4;8,56;60;3;1918;18;einfache;ja;nein;nein;nein;nein
826,45;12,15;68;3;1957;3;gute;ja;nein;nein;nein;nein
640,89;7,28;88;3;1966;3;gute;ja;ja;ja;nein;nein
399,54;7,54;53;2;1973;14;einfache;ja;ja;ja;nein;nein
854,18;5,34;160;4;1918;9;gute;ja;ja;ja;ja;nein
576,51;7,79;74;3;1967;9;beste;ja;ja;ja;nein;nein
743,37;6,76;110;4;1918;9;gute;ja;ja;ja;ja;nein
400,23;5,2;77;3;1966;10;einfache;ja;ja;ja;ja;nein
366,06;10,17;36;1;1999;10;einfache;ja;ja;ja;nein;nein
1018,38;11,07;92;3;1983;9;gute;ja;ja;ja;ja;ja
411,23;6,85;60;2;1974;10;einfache;ja;ja;nein;nein;nein
262,41;6,73;39;2;1957;11;einfache;ja;ja;ja;nein;nein
428,66;5,1;84;4;1966;11;einfache;ja;ja;nein;nein;nein
286,14;7,34;39;2;1948;11;einfache;ja;ja;ja;nein;nein
986,97;16,45;60;2;1966;1;gute;ja;ja;ja;nein;nein
702,64;8,89;79;3;1957;2;einfache;ja;ja;ja;nein;nein
413,49;9,19;45;2;1984;3;gute;ja;ja;ja;nein;nein
299,62;4,61;65;3;1957;2;gute;ja;ja;ja;nein;nein
796,18;10,21;78;3;1957;3;gute;ja;ja;ja;nein;nein
542,08;8,09;67;2;1960;3;gute;ja;ja;ja;ja;nein
371,03;4,95;75;3;1948;25;einfache;nein;nein;nein;nein;nein
577,83;5,96;97;3;1966;16;gute;ja;ja;ja;nein;nein
717,4;9,83;73;3;1972;16;gute;ja;ja;ja;nein;nein
306,57;8,52;36;1;1983;16;gute;ja;ja;ja;nein;nein
393,97;6,25;63;2;1972;8;einfache;ja;ja;ja;nein;nein
263,85;5,28;50;2;1918;8;einfache;ja;nein;nein;nein;nein
268,39;5,16;52;2;1918;8;einfache;ja;ja;ja;nein;nein
312;3,71;84;3;1918;3;einfache;ja;nein;ja;nein;nein
458,74;6,95;66;3;1966;20;einfache;ja;ja;ja;nein;nein
324,28;12,97;25;1;1971;4;gute;ja;ja;ja;nein;nein
506,19;9,93;51;2;1957,5;25;einfache;ja;ja;ja;nein;nein
1018,22;6,97;146;5;1918;1;einfache;ja;nein;nein;nein;nein
880,49;12,4;71;3;1957,5;1;einfache;ja;ja;ja;nein;nein
409,04;8,18;50;2;1957;18;einfache;ja;nein;ja;nein;nein
473,18;5,7;83;3;1957;18;einfache;ja;ja;ja;nein;nein
439,08;6,97;63;3;1957;25;einfache;ja;ja;ja;nein;nein
500,24;7,36;68;3;1971;11;einfache;ja;ja;ja;nein;nein
649,34;6,91;94;4;1975;7;einfache;ja;ja;nein;nein;nein
484,03;8,8;55;2;1966;3;gute;ja;ja;ja;nein;nein
335,21;5,59;60;2;1970;16;einfache;ja;ja;ja;nein;nein
706,73;7,68;92;3;1971;19;einfache;ja;ja;ja;nein;nein
807,86;11,88;68;3;1924;19;beste;ja;ja;ja;nein;nein
664,69;8,86;75;2;1972;19;beste;ja;ja;ja;nein;nein
666,91;4,45;150;3;1969;19;einfache;ja;ja;ja;nein;nein
340,01;5,48;62;3;1948;18;gute;nein;nein;nein;nein;nein
298,42;4,2;71;2;1918;8;einfache;ja;ja;ja;nein;nein
486,37;9,18;53;2;1973;8;einfache;ja;ja;ja;nein;nein
204,52;3,72;55;3;1973;8;einfache;ja;ja;ja;nein;nein
788,91;9,86;80;3;1918;8;einfache;ja;ja;nein;nein;nein
529,13;11,26;47;2;1918;8;einfache;ja;ja;ja;nein;nein
210,05;2,41;87;3;1918;2;einfache;nein;nein;ja;nein;nein
299;4,15;72;3;1924;8;einfache;ja;ja;ja;nein;nein
690,52;8,32;83;3;1918;2;einfache;ja;ja;nein;nein;nein
340,98;13,11;26;1;1973;2;einfache;ja;ja;ja;nein;nein
213,01;4,18;51;2;1924;9;einfache;nein;nein;ja;nein;nein
480,63;10,23;47;2;1960;9;einfache;ja;ja;ja;nein;nein
812,96;11,14;73;3;1918;2;gute;ja;ja;ja;ja;nein
449,94;12,86;35;1;1957;2;gute;ja;ja;ja;nein;nein
1457,2;11,38;128;5;1918;8;einfache;ja;ja;ja;nein;nein
1000,41;9,81;102;3;1918;8;einfache;ja;ja;ja;nein;nein
461,54;5,77;80;3;1918;2;gute;ja;ja;ja;nein;nein
287,14;12,48;23;1;1960;9;gute;ja;ja;ja;nein;nein
1027,79;11,29;91;3;1966;9;beste;ja;ja;nein;ja;nein
1002,8;14,12;71;2;1994;3;einfache;ja;ja;nein;ja;nein
357,91;9,94;36;1;1957,5;9;einfache;ja;ja;ja;nein;nein
479,63;4,4;109;4;1924;10;einfache;ja;ja;ja;nein;nein
478,07;10,62;45;2;1978;9;einfache;ja;ja;ja;nein;nein
432,14;7,86;55;2;1924;9;gute;ja;ja;ja;nein;nein
531,2;7,28;73;3;1972;10;einfache;ja;ja;ja;nein;nein
505,87;10,12;50;1;1957;3;gute;ja;ja;ja;nein;nein
409,05;9,09;45;1;1966;19;gute;ja;ja;ja;nein;nein
565,8;8,84;64;3;1966;19;einfache;ja;ja;ja;nein;nein
685,78;8,36;82;4;1972;19;gute;ja;ja;ja;nein;nein
321,1;6,55;49;2;1966;19;einfache;ja;ja;ja;nein;nein
897,43;11,22;80;3;1994;25;einfache;ja;ja;ja;nein;ja
787,38;10,5;75;3;1998,5;15;gute;ja;ja;ja;nein;ja
352,8;8,82;40;1;1969;16;einfache;ja;ja;ja;nein;nein
355,15;12,68;28;1;1972;21;gute;ja;ja;ja;nein;nein
789,25;7,66;103;4;1989;22;einfache;ja;ja;ja;ja;nein
894,6;13,35;67;2;1993;4;einfache;ja;ja;ja;ja;nein
478,9;9,04;53;2;1966;4;einfache;ja;ja;ja;ja;nein
444,67;6,35;70;3;1966;20;einfache;ja;ja;ja;nein;nein
215,95;5,02;43;2;1924;25;einfache;ja;ja;ja;nein;nein
554,76;8,95;62;2;1918;25;einfache;ja;ja;ja;ja;nein
393,59;5,32;74;3;1924;25;einfache;ja;nein;ja;nein;nein
646,8;12,44;52;2;1996;25;einfache;ja;ja;ja;nein;nein
747,83;10,11;74;3;1957;1;gute;ja;ja;ja;nein;nein
427,86;9,72;44;1;1957;5;einfache;ja;ja;ja;nein;nein
771,21;11,02;70;2;1918;2;gute;ja;ja;ja;nein;nein
376;13,43;28;1;1960;3;einfache;ja;ja;ja;nein;nein
269,63;5,99;45;2;1957,5;9;gute;ja;ja;ja;nein;nein
654,46;10,23;64;2;1918;4;gute;ja;ja;ja;nein;nein
323,87;10,45;31;1;1966;4;gute;ja;ja;ja;nein;nein
493,85;7,16;69;3;1966;4;gute;ja;ja;nein;nein;nein
780,91;10,41;75;3;1918;4;gute;ja;ja;ja;nein;nein
951,02;9,32;102;4;1957;4;gute;ja;ja;ja;nein;nein
618,67;11,25;55;2;1948;4;einfache;ja;ja;ja;nein;ja
658,87;9,41;70;2;1996;16;einfache;ja;ja;nein;nein;nein
553,35;7,69;72;3;1957;17;einfache;ja;ja;nein;nein;nein
214,14;5,95;36;2;1948;17;einfache;ja;ja;ja;nein;nein
389,49;7,95;49;2;1960;16;einfache;ja;ja;nein;nein;nein
386,22;10,44;37;1;1918;17;einfache;ja;ja;ja;nein;nein
328,63;5,87;56;2;1948;18;einfache;ja;ja;ja;nein;nein
812,97;10,99;74;2;1918;18;einfache;ja;ja;ja;nein;nein
810,55;7,37;110;3;1972;3;gute;ja;ja;ja;ja;nein
498,06;7,43;67;2;1957;4;einfache;ja;ja;ja;nein;nein
559,67;11,19;50;2;1989;12;einfache;ja;ja;ja;nein;ja
515,77;11,72;44;2;1924;21;gute;ja;ja;ja;nein;ja
812;11,12;73;3;1974;21;gute;ja;ja;ja;nein;nein
971,47;10,79;90;3;1993;22;einfache;ja;ja;ja;nein;nein
360,57;5,63;64;2;1918;21;gute;ja;nein;ja;nein;nein
269,7;4,28;63;3;1948;22;einfache;ja;ja;nein;nein;nein
356,89;7,93;45;2;1966;21;gute;ja;ja;ja;nein;nein
256,67;5,83;44;2;1948;12;einfache;ja;ja;ja;nein;nein
313,84;9,51;33;1;1948;12;einfache;ja;ja;ja;nein;nein
485,43;7,36;66;3;1960;11;einfache;ja;ja;nein;nein;nein
283,07;5,44;52;2;1966;11;einfache;ja;ja;ja;nein;nein
869,85;7,98;109;4;1972;12;gute;ja;ja;ja;nein;ja
446,07;6,28;71;3;1960;11;einfache;ja;ja;ja;nein;nein
130,35;3,62;36;2;1948;14;einfache;nein;nein;ja;nein;nein
388,6;8,27;47;2;1972;5;einfache;ja;ja;nein;nein;nein
696,09;9,04;77;3;1948;13;beste;ja;ja;nein;nein;nein
413,66;4,26;97;3;1924;5;einfache;ja;ja;ja;nein;nein
444,83;10,59;42;1;1960;5;gute;ja;ja;nein;nein;nein
